0.486507,0.905558,0.604754,0.276291,0.368384,0.487568,0.483169,0.433178,0.212683,0.10632,0.093853,0.087146,0.050878,0.025647,0.008999,0.008987
0.658221,0.756037,0.836008,0.367605,0.125624,0.352168,0.471651,0.46915,0.332116,0.163311,0.093291,0.099753,0.062709,0.033178,0.014854,0.009484
0.538362,1.003687,1.09689,0.559614,0.138229,0.128151,0.240744,0.372696,0.310716,0.184485,0.088691,0.051728,0.034894,0.035858,0.021146,0.009359
0.307353,0.501219,0.744694,0.73333,0.28043,0.130468,0.082592,0.240489,0.246794,0.241346,0.145903,0.06669,0.03766,0.023281,0.011615,0.007137
0.50892,0.278026,0.248484,0.532466,0.507517,0.348687,0.098668,0.06016,0.104504,0.17846,0.117118,0.076722,0.023503,0.009785,0.006234,0.004829
0.926822,0.408283,0.167596,0.22463,0.368675,0.388636,0.227015,0.072967,0.031053,0.062944,0.098259,0.062234,0.030438,0.012212,0.002406,0.005322
0.913781,1.017512,0.629383,0.140361,0.151476,0.31912,0.258407,0.220991,0.080811,0.042049,0.043489,0.052415,0.036432,0.011737,0.007189,0.003249
0.877702,1.174248,0.966315,0.401475,0.088607,0.099606,0.187803,0.25738,0.12344,0.054901,0.034731,0.031326,0.031837,0.023516,0.00977,0.003045
0.662852,1.04638,0.970786,0.600328,0.164154,0.078758,0.131509,0.189247,0.168992,0.124984,0.052027,0.017862,0.03137,0.026725,0.008158,0.007056
0.38137,0.676978,0.743002,0.675523,0.27802,0.102999,0.065883,0.131204,0.122995,0.133161,0.101912,0.03535,0.023514,0.014408,0.010152,0.011216
0.569698,0.553535,0.714718,0.570457,0.328918,0.203219,0.122308,0.080571,0.103374,0.136676,0.106294,0.111032,0.033787,0.017842,0.012797,0.016899
0.637655,0.697963,0.439614,0.4183,0.227778,0.201223,0.177382,0.092861,0.052813,0.099237,0.113691,0.083453,0.075722,0.032443,0.011073,0.015964
0.896513,1.006809,0.66993,0.488423,0.211102,0.175868,0.19098,0.18164,0.100966,0.086067,0.10969,0.162131,0.070094,0.084749,0.028587,0.006696
0.415729,0.708861,0.658831,0.262006,0.146612,0.09916,0.162241,0.217473,0.132033,0.066161,0.083051,0.075537,0.073979,0.042447,0.042925,0.009127
0.363698,1.211258,0.963154,0.643232,0.08941,0.155791,0.139545,0.262027,0.12444,0.192461,0.134175,0.128517,0.142121,0.116697,0.045332,0.057614
0.485256,0.684692,1.043854,0.758519,0.12654,0.123253,0.104101,0.213629,0.212134,0.201233,0.224292,0.176174,0.060758,0.094036,0.056238,0.036328
