0.354365,0.825373,0.573055,0.264767,0.377158,0.442894,0.423623,0.312384,0.189609,0.089081,0.069098,0.059475,0.036506,0.017862,0.00726,0.005071
0.682106,0.618702,0.835924,0.372525,0.150619,0.384334,0.49369,0.384369,0.279892,0.158115,0.087643,0.091196,0.068898,0.030463,0.014097,0.007225
0.561015,0.998565,0.960824,0.567347,0.170263,0.154259,0.276007,0.343867,0.280058,0.174639,0.085915,0.050136,0.039311,0.034465,0.026496,0.008185
0.314157,0.482119,0.74079,0.609653,0.294364,0.149921,0.091382,0.225822,0.222538,0.199102,0.121259,0.055496,0.040728,0.020382,0.013197,0.005836
0.519279,0.287291,0.268037,0.510118,0.376382,0.359446,0.120818,0.054299,0.091484,0.138503,0.088784,0.058027,0.019836,0.008388,0.006,0.00302
0.85474,0.387736,0.17223,0.230171,0.374074,0.281934,0.241008,0.064654,0.027855,0.056272,0.064895,0.040069,0.024197,0.010531,0.002468,0.002999
0.884323,0.997022,0.615233,0.134074,0.1811,0.341435,0.196955,0.207208,0.083163,0.032605,0.035144,0.034611,0.032073,0.007594,0.00625,0.002271
0.862029,1.156973,1.009097,0.423415,0.097449,0.110038,0.226884,0.182908,0.141997,0.057654,0.032045,0.02391,0.037031,0.018648,0.010392,0.002129
0.745286,1.002296,1.016401,0.605944,0.168387,0.078732,0.155973,0.198631,0.114424,0.138504,0.059088,0.017076,0.035969,0.015413,0.013867,0.005288
0.42442,0.825146,0.932515,0.79131,0.344601,0.138545,0.07139,0.151204,0.170977,0.124747,0.127254,0.047396,0.03551,0.014359,0.012769,0.008255
0.422408,0.450337,0.636162,0.481046,0.305698,0.157116,0.108394,0.061323,0.110818,0.128661,0.070123,0.081526,0.039164,0.018156,0.016089,0.014043
0.582563,0.773103,0.525727,0.468734,0.279293,0.221916,0.18876,0.084709,0.069904,0.149278,0.124633,0.06129,0.113631,0.060354,0.021324,0.012411
0.565201,0.817986,0.551227,0.415528,0.16813,0.154788,0.184803,0.166706,0.103757,0.087825,0.114176,0.14183,0.040275,0.06896,0.029632,0.007123
0.264728,0.510665,0.486816,0.192109,0.122436,0.0971,0.110883,0.139118,0.072882,0.049277,0.082295,0.0958,0.067531,0.028958,0.034826,0.008333
0.196691,0.638063,0.712539,0.446046,0.064117,0.128846,0.091734,0.16911,0.188193,0.132974,0.125891,0.116158,0.118391,0.067011,0.038097,0.043662
0.191325,0.32018,0.563162,0.399936,0.060447,0.053449,0.063662,0.099214,0.12193,0.090989,0.15252,0.069548,0.059062,0.069563,0.048999,0.027063
