0.404487274,1.058935193,0.748838079,0.32750132,0.384154419,0.459613226,0.367740797,0.334269717,0.153603346,0.099585331,0.076690193,0.083269431,0.038090235,0.02108035,0.007412702,0.006783949
0.798898616,0.664358821,0.95734803,0.43661635,0.132652403,0.353903326,0.389189156,0.370325978,0.229058595,0.139357487,0.087777998,0.103184841,0.058150051,0.032137466,0.014467324,0.008762365
0.676917518,1.175565166,0.981588072,0.582180136,0.138358732,0.13187952,0.238126683,0.333188893,0.197422985,0.140295884,0.075110843,0.05409877,0.033787046,0.037391629,0.019441333,0.009139424
0.36613971,0.588863455,0.786696902,0.579244296,0.261608597,0.127206617,0.082503931,0.229829343,0.176441539,0.165855316,0.105127734,0.061754792,0.033121361,0.021680562,0.010454727,0.006829805
0.555640154,0.287601767,0.243499953,0.498606121,0.339193766,0.311276864,0.083179604,0.058533962,0.075254894,0.104146014,0.06178572,0.05384728,0.016491271,0.008089434,0.004550265,0.003734498
0.907595946,0.389087994,0.153939843,0.201268757,0.305116017,0.220052044,0.176174499,0.062918661,0.023296694,0.038159127,0.050486247,0.032636046,0.013746886,0.006823504,0.001424476,0.003884148
0.920672605,1.002520457,0.632486472,0.139442756,0.131086665,0.283216161,0.147671991,0.194514199,0.06367448,0.037520452,0.032226665,0.038044315,0.018792901,0.008427945,0.005402993,0.002305267
0.951643491,1.237748686,1.005039944,0.413462669,0.089482285,0.097527466,0.174605096,0.188892059,0.102526428,0.051296913,0.030360631,0.029373243,0.021150953,0.019747278,0.00734535,0.002474129
0.597663875,0.958283186,0.839701319,0.518433419,0.132864015,0.06339184,0.101704404,0.151425296,0.097333047,0.096455934,0.038857274,0.014090443,0.018708333,0.019229999,0.002753327,0.005207257
0.404933222,0.688675322,0.734952857,0.665583065,0.248329438,0.085879121,0.063139445,0.126410867,0.107442075,0.090666061,0.0865327,0.029312262,0.018706536,0.012015872,0.007856777,0.009594815
0.508465256,0.485396315,0.60697389,0.479058523,0.244699129,0.151747836,0.09306204,0.064431043,0.076656605,0.10230698,0.053687196,0.086249596,0.022142467,0.013209021,0.007888139,0.012074832
0.860048902,0.912410942,0.572105308,0.547722972,0.271131528,0.223199473,0.202519983,0.114486878,0.059478793,0.105948926,0.130072617,0.081871972,0.083651619,0.030992387,0.012000726,0.02039639
0.719659656,0.78688566,0.524611965,0.375611137,0.15353292,0.111936884,0.116466409,0.117214309,0.062640802,0.059430738,0.070952203,0.116403442,0.031868663,0.059687578,0.019934656,0.00466164
0.471448568,0.803934413,0.755376413,0.294705693,0.15675958,0.094040427,0.166536907,0.229388049,0.130691275,0.06651252,0.083819399,0.070559129,0.074339798,0.027630824,0.046125452,0.009423533
0.218405889,0.730749183,0.558136578,0.374759891,0.049705879,0.080691191,0.076967679,0.140981532,0.042015165,0.100685147,0.0654809,0.070613918,0.076792298,0.066605143,0.015026918,0.030536162
0.373231433,0.522825706,0.793030655,0.57506604,0.09350876,0.092385814,0.07360386,0.151264174,0.146855301,0.141747839,0.153920934,0.13236969,0.04176572,0.065984246,0.038596587,0.022082737
